Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质沙漠圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质雪原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质沙漠石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质雪原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质森林石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质平原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质高山石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质菌丝石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质沼泽石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质沙漠石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质雪原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质高原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 白色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 红色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 黄色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 绿色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 活石
appliedenergistics2:facade:0, 线缆伪装板 - 活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 苔活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 框边活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 活木
appliedenergistics2:facade:0, 线缆伪装板 - 活木板
appliedenergistics2:facade:0, 线缆伪装板 - 苔活木板
appliedenergistics2:facade:0, 线缆伪装板 - 框边活木板
appliedenergistics2:facade:0, 线缆伪装板 - 框纹活木板
appliedenergistics2:facade:0, 线缆伪装板 - 微光活木
appliedenergistics2:facade:0, 线缆伪装板 - 力量传递器
appliedenergistics2:facade:0, 线缆伪装板 - 炼金催化器
appliedenergistics2:facade:0, 线缆伪装板 - 魔力钢块
appliedenergistics2:facade:0, 线缆伪装板 - 泰拉钢块
appliedenergistics2:facade:0, 线缆伪装板 - 源质钢块
appliedenergistics2:facade:0, 线缆伪装板 - 魔力钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 龙石块
appliedenergistics2:facade:0, 线缆伪装板 - 梦之木
appliedenergistics2:facade:0, 线缆伪装板 - 梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 苔梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 框边梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 框纹梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 微光梦之木
appliedenergistics2:facade:0, 线缆伪装板 - 炼造催化器
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔土
appliedenergistics2:facade:0, 线缆伪装板 - 白色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 橙色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 品红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 青色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 棕色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黑色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰网
appliedenergistics2:facade:0, 线缆伪装板 - 活根
appliedenergistics2:facade:0, 线缆伪装板 - 恶魔头南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 魔力风暴
appliedenergistics2:facade:0, 线缆伪装板 - 微光石
appliedenergistics2:facade:0, 线缆伪装板 - 微光木板
appliedenergistics2:facade:0, 线缆伪装板 - 干草地
appliedenergistics2:facade:0, 线缆伪装板 - 黄金草地
appliedenergistics2:facade:0, 线缆伪装板 - 鲜草草地
appliedenergistics2:facade:0, 线缆伪装板 - 焦草草地
appliedenergistics2:facade:0, 线缆伪装板 - 注魔草地
appliedenergistics2:facade:0, 线缆伪装板 - 异变草地
appliedenergistics2:facade:0, 线缆伪装板 - 未加工的辉耀石英块
appliedenergistics2:facade:0, 线缆伪装板 - 已雕琢的辉耀石英块
appliedenergistics2:facade:0, 线缆伪装板 - tile.artisanworktables.tab_icon.name
appliedenergistics2:facade:0, 线缆伪装板 - 空白符文
appliedenergistics2:facade:0, 线缆伪装板 - 速度符文
appliedenergistics2:facade:0, 线缆伪装板 - 效率符文
appliedenergistics2:facade:0, 线缆伪装板 - 献祭符文
appliedenergistics2:facade:0, 线缆伪装板 - 牺牲符文
appliedenergistics2:facade:0, 线缆伪装板 - 转位符文
appliedenergistics2:facade:0, 线缆伪装板 - 增容符文
appliedenergistics2:facade:0, 线缆伪装板 - 超容符文
appliedenergistics2:facade:0, 线缆伪装板 - 宝珠符文
appliedenergistics2:facade:0, 线缆伪装板 - 促进符文
appliedenergistics2:facade:0, 线缆伪装板 - 充能符文
appliedenergistics2:facade:0, 线缆伪装板 - 仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 水之仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 火之仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 土之仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 风之仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 薄暮仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 破晓仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 大血石砖
appliedenergistics2:facade:0, 线缆伪装板 - 血石砖
appliedenergistics2:facade:0, 线缆伪装板 - 木制路面
appliedenergistics2:facade:0, 线缆伪装板 - 木瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 石瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 碎石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 碎石路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 原生石砖
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石砖
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石砖
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石砖
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小原生石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小腐蚀石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小破坏石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小复仇石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小坚毅石砖
appliedenergistics2:facade:0, 线缆伪装板 - 原生石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重原生石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重腐蚀石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重破坏石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重复仇石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重坚毅石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 原生石头
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石头
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石头
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石头
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石头
appliedenergistics2:facade:0, 线缆伪装板 - 磨制原生石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制腐蚀石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制破坏石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制复仇石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制坚毅石
appliedenergistics2:facade:0, 线缆伪装板 - 原生意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 破坏意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 复仇意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 原生顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅顶柱
appliedenergistics2:facade:0, 线缆伪装板 - [原生]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [腐蚀]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [破坏]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [复仇]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [坚毅]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - 紧实型压缩空间壁
appliedenergistics2:facade:0, 线缆伪装板 - 压缩空间壁
appliedenergistics2:facade:0, 线缆伪装板 - 炭灰板材机械外壳
appliedenergistics2:facade:0, 线缆伪装板 - 故障灌注块
appliedenergistics2:facade:0, 线缆伪装板 - 暗黑大理石
appliedenergistics2:facade:0, 线缆伪装板 - 磁钢块
appliedenergistics2:facade:0, 线缆伪装板 - 基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 强化黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 机器框架（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白灵魂机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 红色机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 破损的刷怪箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 透明方块（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 物品缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 多功能缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 创造模式缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合成器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 喷涂机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量监控器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 头颅装配机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 高压流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 旅行锚（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空箱子（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空经验箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 有线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易 SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 工业隔离方块
appliedenergistics2:facade:0, 线缆伪装板 - 混乱炸药
appliedenergistics2:facade:0, 线缆伪装板 - 震荡炸药
appliedenergistics2:facade:0, 线缆伪装板 - 末影炸药
appliedenergistics2:facade:0, 线缆伪装板 - 粗钢块
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能天线放大器
appliedenergistics2:facade:0, 线缆伪装板 - EFab 框架
appliedenergistics2:facade:0, 线缆伪装板 - 白色灯
appliedenergistics2:facade:0, 线缆伪装板 - 橙色灯
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 流明精华块
appliedenergistics2:facade:0, 线缆伪装板 - 下界之星块
appliedenergistics2:facade:0, 线缆伪装板 - 晶素块
appliedenergistics2:facade:0, 线缆伪装板 - 终极块
appliedenergistics2:facade:0, 线缆伪装板 - 末影块
appliedenergistics2:facade:0, 线缆伪装板 - 末影之星块
appliedenergistics2:facade:0, 线缆伪装板 - 增强末影之星块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁框架
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁灯
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁灯
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑铁块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 黄铀矿
appliedenergistics2:facade:0, 线缆伪装板 - 硫酸铅矿
appliedenergistics2:facade:0, 线缆伪装板 - 蓝锥矿
appliedenergistics2:facade:0, 线缆伪装板 - 黄铀块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝晶块
appliedenergistics2:facade:0, 线缆伪装板 - 石墨块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝钚块
appliedenergistics2:facade:0, 线缆伪装板 - 镠块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
